model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,mileage_per_year,engine_category,fuel_efficiency,tax_category,price_segment
 Fiesta,2019,13140,Manual,6987,Petrol,145,48.7,1.1,7,873.375,small,medium,medium,Premium
 Fiesta,2016,7430,Manual,38744,Petrol,0,65.7,1.0,10,3522.181818181818,small,high,low,Budget
 Focus,2019,17210,Manual,6351,Petrol,145,60.1,1.0,7,793.875,small,high,medium,Luxury
 Focus,2018,17391,Manual,11977,Petrol,145,41.5,2.0,8,1330.7777777777778,medium,medium,medium,Luxury
 Kuga,2017,15660,Automatic,15962,Diesel,145,54.3,2.0,9,1596.2,medium,medium,medium,Luxury
 Fiesta,2018,9990,Manual,33116,Petrol,150,65.7,1.0,8,3679.5555555555557,small,high,medium,Economy
 EcoSport,2017,8690,Manual,51000,Diesel,145,64.2,1.5,9,5100.0,medium,high,medium,Budget
 Fiesta,2017,8755,Manual,30791,Petrol,145,64.2,1.1,9,3079.1,small,high,medium,Budget
 Fiesta,2018,8995,Manual,17870,Petrol,145,64.2,1.1,8,1985.5555555555557,small,high,medium,Budget
 Fiesta,2018,11389,Manual,9343,Petrol,145,65.7,1.0,8,1038.111111111111,small,high,medium,Premium
 Focus,2019,17140,Manual,7987,Petrol,145,60.1,1.0,7,998.375,small,high,medium,Luxury
 Focus,2019,17000,Manual,10998,Petrol,145,60.1,1.0,7,1374.75,small,high,medium,Luxury
 Focus,2019,17290,Manual,4989,Petrol,145,60.1,1.0,7,623.625,small,high,medium,Luxury
 Fiesta,2013,6780,Manual,55243,Petrol,0,65.7,1.0,13,3945.9285714285716,small,high,low,Budget
 Focus,2017,10491,Manual,15245,Petrol,20,61.4,1.0,9,1524.5,small,high,low,Economy
 Fiesta,2016,10877,Manual,11104,Petrol,0,65.7,1.0,10,1009.4545454545455,small,high,low,Economy
 Focus,2018,18891,Manual,12000,Petrol,145,41.5,2.0,8,1333.3333333333333,medium,medium,medium,Luxury
 Focus,2014,6625,Manual,31078,Petrol,20,58.9,1.0,12,2390.6153846153848,small,medium,low,Budget
 Fiesta,2016,9600,Manual,14535,Petrol,0,65.7,1.0,10,1321.3636363636363,small,high,low,Economy
 Focus,2015,8699,Manual,48000,Diesel,0,74.3,1.5,11,4000.0,medium,high,low,Budget
 Fiesta,2013,8080,Manual,32448,Petrol,0,65.7,1.0,13,2317.714285714286,small,high,low,Budget
 Focus,2017,11498,Manual,35491,Diesel,150,74.3,1.5,9,3549.1,medium,high,medium,Premium
 B-MAX,2014,6298,Manual,42125,Petrol,145,47.1,1.4,12,3240.3846153846152,medium,medium,medium,Budget
 Focus,2017,11998,Manual,20986,Petrol,145,57.7,1.0,9,2098.6,small,medium,medium,Premium
 Fiesta,2017,9998,Manual,25850,Petrol,20,62.8,1.0,9,2585.0,small,high,low,Economy
 Grand C-MAX,2017,12498,Manual,17813,Diesel,30,64.2,1.5,9,1781.3,medium,high,low,Premium
 Fiesta,2017,8955,Manual,38000,Petrol,0,65.7,1.0,9,3800.0,small,high,low,Budget
 Focus,2016,10955,Manual,41394,Diesel,0,74.3,1.5,10,3763.090909090909,medium,high,low,Economy
 EcoSport,2016,9495,Manual,40000,Diesel,30,64.2,1.5,10,3636.3636363636365,medium,high,low,Economy
 Fiesta,2018,10750,Manual,31000,Diesel,150,88.3,1.5,8,3444.4444444444443,medium,high,medium,Economy
 Fiesta,2018,10000,Manual,25062,Petrol,145,65.7,1.0,8,2784.6666666666665,small,high,medium,Economy
 Grand C-MAX,2016,10250,Semi-Auto,24512,Diesel,30,58.9,1.5,10,2228.3636363636365,medium,medium,low,Economy
 Focus,2018,16491,Manual,13631,Petrol,145,60.1,1.0,8,1514.5555555555557,small,high,medium,Luxury
 Kuga,2019,19787,Manual,2770,Petrol,145,39.2,1.5,7,346.25,medium,low,medium,Luxury
 Fiesta,2014,6940,Manual,27224,Diesel,0,76.4,1.5,12,2094.153846153846,medium,high,low,Budget
 Fiesta,2018,9591,Manual,18847,Petrol,150,65.7,1.0,8,2094.1111111111113,small,high,medium,Economy
 Ka+,2017,6521,Manual,42981,Petrol,30,57.7,1.2,9,4298.1,small,medium,low,Budget
 Fiesta,2018,10291,Manual,9250,Petrol,150,65.7,1.0,8,1027.7777777777778,small,high,medium,Economy
 Fiesta,2017,11531,Manual,8263,Petrol,0,65.7,1.0,9,826.3,small,high,low,Premium
 Kuga,2017,14790,Manual,33995,Diesel,125,60.1,2.0,9,3399.5,medium,high,medium,Premium
 Focus,2016,9301,Semi-Auto,67733,Diesel,30,64.2,2.0,10,6157.545454545455,medium,high,low,Economy
 Focus,2019,15700,Manual,7989,Petrol,145,60.1,1.0,7,998.625,small,high,medium,Luxury
 Focus,2015,9491,Manual,27455,Diesel,0,74.3,1.5,11,2287.9166666666665,medium,high,low,Economy
 Focus,2017,11491,Manual,11045,Petrol,150,60.1,1.0,9,1104.5,small,high,medium,Premium
 KA,2013,3991,Manual,30626,Petrol,30,57.7,1.2,13,2187.5714285714284,small,medium,low,Budget
 Fiesta,2014,8191,Manual,23250,Petrol,0,65.7,1.0,12,1788.4615384615386,small,high,low,Budget
 Fiesta,2018,8991,Manual,15560,Petrol,150,64.2,1.1,8,1728.888888888889,small,high,medium,Budget
 Focus,2017,11491,Manual,31397,Petrol,125,51.4,1.5,9,3139.7,medium,medium,medium,Premium
 Kuga,2016,9681,Manual,81332,Diesel,125,60.1,2.0,10,7393.818181818182,medium,high,medium,Economy
 Fiesta,2016,9295,Manual,10476,Petrol,0,65.7,1.0,10,952.3636363636364,small,high,low,Economy
 Grand Tourneo Connect,2016,12157,Automatic,45228,Diesel,125,56.6,1.5,10,4111.636363636364,medium,medium,medium,Premium
 Fiesta,2017,9491,Manual,16892,Petrol,145,65.7,1.0,9,1689.2,small,high,medium,Economy
 Fiesta,2017,9950,Manual,20011,Petrol,20,62.8,1.0,9,2001.1,small,high,low,Economy
 B-MAX,2016,8030,Manual,39674,Petrol,30,56.5,1.0,10,3606.7272727272725,small,medium,low,Budget
 KA,2016,6451,Manual,6160,Petrol,30,57.7,1.2,10,560.0,small,medium,low,Budget
 Fiesta,2018,11540,Manual,12052,Petrol,145,65.7,1.0,8,1339.111111111111,small,high,medium,Premium
 Fiesta,2013,6740,Semi-Auto,38495,Petrol,150,47.9,1.6,13,2749.6428571428573,medium,medium,medium,Budget
 Fiesta,2018,11180,Manual,18885,Petrol,150,62.8,1.0,8,2098.3333333333335,small,high,medium,Economy
 Kuga,2018,16010,Manual,9660,Petrol,150,39.2,1.5,8,1073.3333333333333,medium,low,medium,Luxury
 Fiesta,2017,8570,Manual,17674,Petrol,145,65.7,1.0,9,1767.4,small,high,medium,Budget
 Ka+,2017,8311,Manual,9586,Petrol,145,57.7,1.2,9,958.6,small,medium,medium,Budget
 Fiesta,2018,10040,Manual,9863,Petrol,145,65.7,1.0,8,1095.888888888889,small,high,medium,Economy
 Mustang,2017,28000,Semi-Auto,23179,Petrol,570,23.5,5.0,9,2317.9,large,low,high,Luxury
 B-MAX,2013,4960,Manual,73324,Diesel,20,68.9,1.5,13,5237.428571428572,medium,high,low,Budget
 Fiesta,2017,9400,Manual,14415,Petrol,145,65.7,1.0,9,1441.5,small,high,medium,Economy
 Fiesta,2017,12041,Manual,20596,Petrol,145,47.9,1.6,9,2059.6,medium,medium,medium,Premium
 Fiesta,2018,11640,Manual,7205,Petrol,150,65.7,1.0,8,800.5555555555555,small,high,medium,Premium
 Focus,2017,11880,Manual,30345,Diesel,150,70.6,2.0,9,3034.5,medium,high,medium,Premium
 EcoSport,2018,13990,Manual,11699,Petrol,150,54.3,1.0,8,1299.888888888889,small,medium,medium,Premium
 EcoSport,2019,17480,Semi-Auto,5964,Petrol,150,44.1,1.0,7,745.5,small,medium,medium,Luxury
 Fiesta,2018,10300,Manual,27929,Petrol,150,65.7,1.0,8,3103.222222222222,small,high,medium,Economy
 Mondeo,2016,12830,Semi-Auto,38118,Diesel,125,58.9,2.0,10,3465.2727272727275,medium,medium,medium,Premium
 Fiesta,2018,15890,Manual,7974,Petrol,150,40.3,1.5,8,886.0,medium,medium,medium,Luxury
 Ka+,2017,7850,Manual,16910,Petrol,145,57.7,1.2,9,1691.0,small,medium,medium,Budget
 Fiesta,2017,9991,Manual,26394,Petrol,145,65.7,1.0,9,2639.4,small,high,medium,Economy
 Ka+,2017,6990,Manual,16131,Petrol,145,57.7,1.2,9,1613.1,small,medium,medium,Budget
 Fiesta,2017,7911,Manual,16920,Petrol,145,54.3,1.2,9,1692.0,small,medium,medium,Budget
 Fiesta,2018,10771,Manual,20441,Petrol,145,65.7,1.0,8,2271.222222222222,small,high,medium,Economy
 Ka+,2018,8220,Manual,13709,Petrol,145,54.3,1.2,8,1523.2222222222222,small,medium,medium,Budget
 Edge,2018,23740,Automatic,13712,Diesel,145,47.9,2.0,8,1523.5555555555557,medium,medium,medium,Luxury
 Focus,2017,17977,Manual,8237,Petrol,145,41.5,2.0,9,823.7,medium,medium,medium,Luxury
 Focus,2015,9791,Semi-Auto,33821,Petrol,160,44.8,1.6,11,2818.4166666666665,medium,medium,medium,Economy
 Focus,2017,11990,Manual,17212,Diesel,0,74.3,1.5,9,1721.2,medium,high,low,Premium
 Fiesta,2018,10491,Manual,14598,Petrol,145,58.9,1.0,8,1622.0,small,medium,medium,Economy
 Fiesta,2014,7131,Manual,42714,Petrol,0,65.7,1.0,12,3285.6923076923076,small,high,low,Budget
 Kuga,2019,21490,Semi-Auto,7561,Diesel,145,37.2,2.0,7,945.125,medium,low,medium,Luxury
 Fiesta,2019,12990,Manual,4002,Petrol,145,58.9,1.0,7,500.25,small,medium,medium,Premium
 Fiesta,2013,6260,Manual,38673,Petrol,30,54.3,1.2,13,2762.3571428571427,small,medium,low,Budget
 Fiesta,2018,10991,Manual,9343,Petrol,145,65.7,1.0,8,1038.111111111111,small,high,medium,Economy
 Kuga,2019,22620,Automatic,11981,Diesel,145,38.7,2.0,7,1497.625,medium,low,medium,Luxury
 Focus,2019,17490,Manual,6845,Petrol,145,46.3,1.5,7,855.625,medium,medium,medium,Luxury
 Fiesta,2014,7250,Manual,13495,Petrol,0,65.7,1.0,12,1038.076923076923,small,high,low,Budget
 Focus,2018,9980,Manual,51198,Diesel,145,74.3,1.5,8,5688.666666666667,medium,high,medium,Economy
 Focus,2017,12880,Manual,19340,Diesel,145,74.3,1.5,9,1934.0,medium,high,medium,Premium
 Fiesta,2014,7965,Manual,23627,Petrol,0,65.7,1.0,12,1817.4615384615386,small,high,low,Budget
 B-MAX,2017,8495,Manual,19740,Petrol,30,55.4,1.0,9,1974.0,small,medium,low,Budget
 Fiesta,2015,7695,Manual,25128,Petrol,125,54.3,1.2,11,2094.0,small,medium,medium,Budget
 Fiesta,2017,9150,Manual,9150,Petrol,145,65.7,1.0,9,915.0,small,high,medium,Economy
 Fiesta,2013,7500,Manual,42165,Petrol,0,65.7,1.0,13,3011.785714285714,small,high,low,Budget
 Focus,2017,11750,Manual,27800,Petrol,145,60.1,1.0,9,2780.0,small,high,medium,Premium
 Kuga,2017,14855,Manual,24000,Diesel,145,54.3,2.0,9,2400.0,medium,medium,medium,Premium
 Fiesta,2016,7850,Manual,9954,Petrol,125,54.3,1.2,10,904.9090909090909,small,medium,medium,Budget
 Fiesta,2017,12695,Manual,16762,Petrol,145,47.9,1.6,9,1676.2,medium,medium,medium,Premium
 C-MAX,2015,8295,Manual,29229,Diesel,30,61.4,1.6,11,2435.75,medium,high,low,Budget
 Focus,2018,15795,Automatic,5268,Diesel,145,67.3,1.5,8,585.3333333333334,medium,high,medium,Luxury
 Fiesta,2016,8995,Manual,32204,Petrol,20,62.8,1.0,10,2927.6363636363635,small,high,low,Budget
 Kuga,2018,17520,Manual,6466,Petrol,145,45.6,1.5,8,718.4444444444445,medium,medium,medium,Luxury
 Fiesta,2019,13140,Manual,5,Petrol,145,48.7,1.1,7,0.625,small,medium,medium,Premium
 Fiesta,2015,7520,Manual,43341,Petrol,0,65.7,1.0,11,3611.75,small,high,low,Budget
 Kuga,2017,15110,Automatic,4674,Petrol,235,38.2,1.5,9,467.4,medium,low,high,Premium
 Focus,2018,15991,Manual,13448,Petrol,145,51.4,1.5,8,1494.2222222222222,medium,medium,medium,Luxury
 Focus,2017,10491,Manual,29300,Diesel,0,74.3,1.5,9,2930.0,medium,high,low,Economy
 Focus,2019,17520,Manual,100,Petrol,145,60.1,1.0,7,12.5,small,high,medium,Luxury
 Fiesta,2019,16950,Manual,11000,Petrol,145,55.4,1.0,7,1375.0,small,medium,medium,Luxury
 Fiesta,2019,16950,Manual,100,Petrol,145,55.4,1.0,7,12.5,small,medium,medium,Luxury
 Galaxy,2016,17990,Manual,24276,Diesel,125,56.5,2.0,10,2206.909090909091,medium,medium,medium,Luxury
 Fiesta,2013,5981,Manual,31926,Petrol,30,54.3,1.2,13,2280.4285714285716,small,medium,low,Budget
 Fiesta,2015,8491,Manual,14757,Petrol,145,55.4,1.0,11,1229.75,small,medium,medium,Budget
 Fiesta,2014,6090,Manual,58693,Petrol,30,54.3,1.2,12,4514.846153846154,small,medium,low,Budget
 Fiesta,2016,8230,Manual,24295,Petrol,0,65.7,1.0,10,2208.6363636363635,small,high,low,Budget
 Fiesta,2017,8850,Manual,13125,Petrol,125,54.3,1.2,9,1312.5,small,medium,medium,Budget
 Ka+,2018,7951,Manual,22013,Petrol,145,57.7,1.2,8,2445.8888888888887,small,medium,medium,Budget
 Ka+,2018,8321,Manual,17980,Petrol,145,54.3,1.2,8,1997.7777777777778,small,medium,medium,Budget
 Grand C-MAX,2017,12931,Manual,17509,Petrol,145,54.3,1.0,9,1750.9,small,medium,medium,Premium
 Fiesta,2016,6800,Manual,36400,Petrol,0,65.7,1.0,10,3309.090909090909,small,high,low,Budget
 Ka+,2018,6690,Manual,34545,Petrol,145,57.7,1.2,8,3838.3333333333335,small,medium,medium,Budget
 Fiesta,2014,7760,Manual,36610,Petrol,0,65.7,1.0,12,2816.153846153846,small,high,low,Budget
 Fiesta,2017,9790,Manual,7471,Petrol,0,65.7,1.0,9,747.1,small,high,low,Economy
 Ka+,2018,8710,Manual,8714,Petrol,145,54.3,1.2,8,968.2222222222222,small,medium,medium,Budget
 Fiesta,2016,8340,Manual,21030,Petrol,0,65.7,1.0,10,1911.8181818181818,small,high,low,Budget
 Fiesta,2016,7791,Manual,26985,Petrol,125,54.3,1.2,10,2453.181818181818,small,medium,medium,Budget
 Fiesta,2014,6340,Manual,66695,Petrol,30,54.3,1.2,12,5130.384615384615,small,medium,low,Budget
 Fiesta,2017,9267,Manual,6532,Petrol,145,65.7,1.0,9,653.2,small,high,medium,Economy
 Fiesta,2016,9350,Manual,10373,Petrol,0,65.7,1.0,10,943.0,small,high,low,Economy
 Focus,2019,17520,Manual,100,Petrol,145,60.1,1.0,7,12.5,small,high,medium,Luxury
 Focus,2019,17520,Manual,150,Petrol,145,60.1,1.0,7,18.75,small,high,medium,Luxury
 Mustang,2017,31317,Semi-Auto,9511,Petrol,145,23.5,5.0,9,951.1,large,low,medium,Luxury
 Fiesta,2015,7780,Manual,43008,Petrol,0,65.7,1.0,11,3584.0,small,high,low,Budget
 C-MAX,2013,5250,Manual,94825,Petrol,30,55.4,1.0,13,6773.214285714285,small,medium,low,Budget
 Focus,2015,8650,Manual,47907,Diesel,0,74.3,1.5,11,3992.25,medium,high,low,Budget
 Fiesta,2019,13140,Manual,4052,Petrol,145,60.1,1.0,7,506.5,small,high,medium,Premium
 Fiesta,2019,13220,Manual,6000,Petrol,145,56.5,1.0,7,750.0,small,medium,medium,Premium
 Fiesta,2019,14070,Manual,44,Petrol,145,58.9,1.0,7,5.5,small,medium,medium,Premium
 B-MAX,2016,7991,Semi-Auto,34924,Petrol,160,44.1,1.6,10,3174.909090909091,medium,medium,medium,Budget
 Fiesta,2017,9200,Manual,25182,Petrol,20,62.8,1.0,9,2518.2,small,high,low,Economy
 C-MAX,2014,6275,Manual,54724,Diesel,30,62.8,1.6,12,4209.538461538462,medium,high,low,Budget
 Fiesta,2013,6350,Manual,36289,Petrol,0,65.7,1.0,13,2592.0714285714284,small,high,low,Budget
 Kuga,2017,14291,Manual,30306,Petrol,160,45.6,1.5,9,3030.6,medium,medium,medium,Premium
 Fiesta,2018,12795,Manual,12501,Petrol,145,58.9,1.0,8,1389.0,small,medium,medium,Premium
 B-MAX,2018,7991,Manual,48631,Diesel,150,47.1,1.4,8,5403.444444444444,medium,medium,medium,Budget
 Ka+,2019,8991,Manual,14286,Petrol,150,47.9,1.2,7,1785.75,small,medium,medium,Budget
 Fiesta,2015,7670,Manual,36626,Petrol,0,65.7,1.0,11,3052.1666666666665,small,high,low,Budget
 Focus,2014,7849,Manual,35136,Diesel,20,67.3,1.6,12,2702.769230769231,medium,high,low,Budget
 Ka+,2018,8037,Manual,4101,Petrol,145,57.7,1.2,8,455.6666666666667,small,medium,medium,Budget
 Focus,2018,11091,Manual,20745,Petrol,145,60.1,1.0,8,2305.0,small,high,medium,Economy
 Kuga,2018,16987,Manual,15925,Petrol,145,45.6,1.5,8,1769.4444444444443,medium,medium,medium,Luxury
 Fiesta,2018,11460,Manual,17076,Petrol,145,65.7,1.0,8,1897.3333333333333,small,high,medium,Premium
 Ka+,2018,8030,Manual,12309,Petrol,145,54.3,1.2,8,1367.6666666666667,small,medium,medium,Budget
 Fiesta,2018,13340,Manual,18433,Petrol,145,62.8,1.0,8,2048.1111111111113,small,high,medium,Premium
 Kuga,2019,19800,Manual,11000,Diesel,145,47.9,2.0,7,1375.0,medium,medium,medium,Luxury
 Ka+,2017,6990,Manual,10790,Petrol,145,57.7,1.2,9,1079.0,small,medium,medium,Budget
 Focus,2019,15310,Manual,5308,Petrol,145,60.1,1.0,7,663.5,small,high,medium,Luxury
 Fiesta,2013,5910,Manual,43577,Petrol,30,54.3,1.2,13,3112.6428571428573,small,medium,low,Budget
 Mustang,2018,33000,Semi-Auto,5064,Petrol,145,23.5,5.0,8,562.6666666666666,large,low,medium,Luxury
 Fiesta,2016,7400,Manual,36923,Petrol,0,65.7,1.0,10,3356.6363636363635,small,high,low,Budget
 Focus,2018,12241,Manual,10627,Petrol,145,61.4,1.0,8,1180.7777777777778,small,high,medium,Premium
 Fiesta,2016,7887,Manual,24153,Petrol,0,65.7,1.0,10,2195.7272727272725,small,high,low,Budget
 Fiesta,2013,6721,Manual,39859,Petrol,0,65.7,1.0,13,2847.0714285714284,small,high,low,Budget
 Fiesta,2015,7791,Manual,17456,Petrol,125,54.3,1.2,11,1454.6666666666667,small,medium,medium,Budget
 Fiesta,2018,11967,Manual,7076,Petrol,145,58.9,1.0,8,786.2222222222222,small,medium,medium,Premium
 Fiesta,2017,8610,Manual,41037,Petrol,0,65.7,1.0,9,4103.7,small,high,low,Budget
 Fiesta,2017,7531,Manual,22282,Petrol,145,54.3,1.2,9,2228.2,small,medium,medium,Budget
 Fiesta,2019,11940,Manual,9985,Petrol,145,58.9,1.0,7,1248.125,small,medium,medium,Premium
 Focus,2018,18497,Manual,13933,Petrol,145,41.5,2.0,8,1548.111111111111,medium,medium,medium,Luxury
 Fiesta,2016,9800,Manual,19333,Petrol,0,65.7,1.0,10,1757.5454545454545,small,high,low,Economy
 Kuga,2015,10720,Manual,53362,Diesel,125,60.1,2.0,11,4446.833333333333,medium,high,medium,Economy
 Fiesta,2014,7521,Manual,47220,Petrol,0,65.7,1.0,12,3632.3076923076924,small,high,low,Budget
 Kuga,2017,14900,Manual,20857,Diesel,145,54.3,2.0,9,2085.7,medium,medium,medium,Premium
 Fiesta,2017,7591,Manual,21922,Petrol,145,54.3,1.2,9,2192.2,small,medium,medium,Budget
 EcoSport,2017,10591,Manual,29814,Petrol,125,52.3,1.0,9,2981.4,small,medium,medium,Economy
 Focus,2015,7561,Manual,63630,Diesel,20,67.3,1.6,11,5302.5,medium,high,low,Budget
 Fiesta,2014,6391,Manual,44637,Petrol,30,54.3,1.2,12,3433.6153846153848,small,medium,low,Budget
 Fiesta,2016,9851,Manual,28581,Diesel,0,78.5,1.5,10,2598.2727272727275,medium,high,low,Economy
 Fiesta,2017,11998,Manual,29124,Diesel,145,88.3,1.5,9,2912.4,medium,high,medium,Premium
 Focus,2019,16998,Manual,18040,Petrol,145,60.1,1.0,7,2255.0,small,high,medium,Luxury
 Fiesta,2016,8998,Manual,35064,Petrol,0,65.7,1.0,10,3187.6363636363635,small,high,low,Budget
 KA,2014,5698,Manual,13294,Petrol,30,57.7,1.2,12,1022.6153846153846,small,medium,low,Budget
 Tourneo Custom,2017,17998,Manual,51252,Diesel,200,44.8,2.0,9,5125.2,medium,medium,high,Luxury
 Fiesta,2018,9998,Manual,12280,Petrol,145,55.4,1.1,8,1364.4444444444443,small,medium,medium,Economy
 Galaxy,2016,18498,Manual,21744,Diesel,125,56.5,2.0,10,1976.7272727272727,medium,medium,medium,Luxury
 Kuga,2015,12998,Automatic,31916,Petrol,235,38.2,1.5,11,2659.6666666666665,medium,low,high,Premium
 Fiesta,2018,9998,Manual,16567,Petrol,145,55.4,1.1,8,1840.7777777777778,small,medium,medium,Economy
 Fiesta,2017,10498,Manual,15293,Petrol,20,62.8,1.0,9,1529.3,small,high,low,Economy
 Fiesta,2017,10998,Manual,12273,Petrol,20,62.8,1.0,9,1227.3,small,high,low,Economy
 Focus,2019,14898,Manual,10868,Petrol,145,58.9,1.0,7,1358.5,small,medium,medium,Premium
 Galaxy,2016,16798,Manual,19406,Diesel,125,56.5,2.0,10,1764.1818181818182,medium,medium,medium,Luxury
 Grand C-MAX,2017,11998,Manual,11663,Diesel,30,64.2,1.5,9,1166.3,medium,high,low,Premium
 Focus,2017,17500,Manual,23678,Petrol,145,41.5,2.0,9,2367.8,medium,medium,medium,Luxury
 Focus,2019,16990,Manual,8668,Petrol,150,60.1,1.0,7,1083.5,small,high,medium,Luxury
 Edge,2017,19650,Semi-Auto,20397,Diesel,165,48.7,2.0,9,2039.7,medium,medium,medium,Luxury
 Focus,2014,6500,Manual,70584,Petrol,30,56.5,1.0,12,5429.538461538462,small,medium,low,Budget
 Kuga,2018,18999,Semi-Auto,18000,Diesel,150,58.9,1.5,8,2000.0,medium,medium,medium,Luxury
 EcoSport,2017,12999,Manual,7453,Petrol,125,52.3,1.0,9,745.3,small,medium,medium,Premium
 Fiesta,2017,8980,Manual,24000,Petrol,0,65.7,1.0,9,2400.0,small,high,low,Budget
 Kuga,2019,11698,Semi-Auto,53825,Diesel,145,42.2,2.0,7,6728.125,medium,medium,medium,Premium
 S-MAX,2018,15998,Manual,32077,Diesel,145,56.5,2.0,8,3564.1111111111113,medium,medium,medium,Luxury
 Kuga,2018,16498,Manual,14779,Petrol,145,45.6,1.5,8,1642.111111111111,medium,medium,medium,Luxury
 Focus,2019,18398,Automatic,5949,Diesel,145,74.3,1.5,7,743.625,medium,high,medium,Luxury
 Kuga,2015,13998,Manual,32544,Diesel,145,54.3,2.0,11,2712.0,medium,medium,medium,Premium
 C-MAX,2017,10498,Manual,19926,Petrol,150,55.4,1.0,9,1992.6,small,medium,medium,Economy
 Fiesta,2017,9250,Semi-Auto,27133,Petrol,0,57.7,1.0,9,2713.3,small,medium,low,Economy
 Mondeo,2015,10990,Manual,73197,Diesel,20,68.9,2.0,11,6099.75,medium,high,low,Economy
 Focus,2016,10990,Manual,30353,Diesel,0,74.3,1.5,10,2759.3636363636365,medium,high,low,Economy
 Galaxy,2018,18999,Semi-Auto,42164,Diesel,145,52.3,2.0,8,4684.888888888889,medium,medium,medium,Luxury
 Tourneo Custom,2019,18990,Manual,21529,Diesel,145,32.5,2.0,7,2691.125,medium,low,medium,Luxury
 Focus,2018,13999,Semi-Auto,3407,Petrol,145,51.4,1.0,8,378.55555555555554,small,medium,medium,Premium
 C-MAX,2018,14490,Manual,15317,Petrol,145,55.4,1.0,8,1701.888888888889,small,medium,medium,Premium
 Focus,2019,16999,Manual,10000,Petrol,145,60.1,1.0,7,1250.0,small,high,medium,Luxury
 Focus,2017,10990,Manual,16548,Petrol,20,61.4,1.0,9,1654.8,small,high,low,Economy
 Fiesta,2015,7999,Manual,45837,Petrol,125,54.3,1.2,11,3819.75,small,medium,medium,Budget
 Kuga,2019,18450,Manual,3781,Petrol,145,39.2,1.5,7,472.625,medium,low,medium,Luxury
 Fiesta,2018,11490,Manual,18485,Petrol,145,65.7,1.0,8,2053.8888888888887,small,high,medium,Premium
 Fiesta,2018,10999,Manual,24608,Petrol,145,65.7,1.0,8,2734.222222222222,small,high,medium,Economy
 Fiesta,2014,6999,Manual,47269,Petrol,30,54.3,1.2,12,3636.076923076923,small,medium,low,Budget
 Fiesta,2016,8450,Manual,42450,Petrol,125,54.3,1.2,10,3859.090909090909,small,medium,medium,Budget
 C-MAX,2017,9980,Manual,70860,Petrol,30,55.4,1.0,9,7086.0,small,medium,low,Economy
 Edge,2019,31499,Semi-Auto,10300,Diesel,145,37.2,2.0,7,1287.5,medium,low,medium,Luxury
 KA,2016,5990,Manual,22543,Petrol,30,57.7,1.2,10,2049.3636363636365,small,medium,low,Budget
 Grand Tourneo Connect,2017,15999,Manual,24712,Diesel,30,64.2,1.5,9,2471.2,medium,high,low,Luxury
 Focus,2016,15998,Manual,26950,Petrol,200,41.5,2.0,10,2450.0,medium,medium,high,Luxury
 Kuga,2017,14490,Manual,16629,Diesel,30,64.2,1.5,9,1662.9,medium,high,low,Premium
 Focus,2017,12490,Manual,35981,Diesel,0,74.3,1.5,9,3598.1,medium,high,low,Premium
 Kuga,2015,14950,Manual,25014,Diesel,145,54.3,2.0,11,2084.5,medium,medium,medium,Premium
 Fiesta,2018,10990,Manual,3331,Petrol,145,65.7,1.0,8,370.1111111111111,small,high,medium,Economy
 Mondeo,2013,7990,Manual,50083,Diesel,125,57.7,2.0,13,3577.3571428571427,medium,medium,medium,Budget
 EcoSport,2019,16999,Semi-Auto,11538,Petrol,150,45.6,1.0,7,1442.25,small,medium,medium,Luxury
 Fiesta,2016,10990,Semi-Auto,13942,Petrol,150,47.9,1.6,10,1267.4545454545455,medium,medium,medium,Economy
 Kuga,2017,15980,Semi-Auto,16414,Diesel,150,54.3,2.0,9,1641.4,medium,medium,medium,Luxury
 Focus,2015,9499,Manual,41200,Petrol,20,61.4,1.0,11,3433.3333333333335,small,high,low,Economy
 Kuga,2017,15999,Semi-Auto,40682,Diesel,150,54.3,2.0,9,4068.2,medium,medium,medium,Luxury
